"No.","Time","Source","Destination","Protocol","Length","Info","MAC src","MAC dst"
"373","17.254466588","60.59.249.92","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"374","17.259139553","123.204.142.168","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"375","17.262905980","47.244.160.103","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"376","17.266346517","127.127.127.0","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"377","17.269573918","192.168.127.127","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"380","17.315326053","99.99.99.99","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"381","17.362966147","0.135.90.165","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"382","17.367944747","171.133.228.65","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"383","17.381263516","78.78.78.78","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"384","17.397794710","78.78.78.78","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"385","17.439987162","12.34.56.78","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"386","17.450572709","78.87.87.87","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"387","17.463854435","167.94.232.146","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"388","17.465791348","172.255.1.2","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"389","17.506655376","78.87.87.87","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"390","17.543959538","12.34.56.78","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"391","17.586064803","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"392","17.607007431","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"393","17.618937486","119.206.66.144","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"394","17.641235353","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"395","17.642248926","17.130.103.77","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"396","17.701257639","58.207.203.225","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"397","17.714014210","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"398","17.718497152","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"399","17.744045944","186.196.248.208","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"400","17.745363753","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"401","17.761679812","78.78.78.78","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"402","17.761936931","78.78.78.78","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"403","17.768332356","127.127.127.0","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"404","17.804686424","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"407","17.826176345","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"408","17.907583401","30.203.168.159","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"409","17.910768625","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"410","17.911616770","99.99.99.99","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"411","17.960710520","99.99.99.99","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"412","17.961727105","127.0.0.1","127.0.0.53","DNS","88","Standard query 0x2049 A www.youtube.com OPT","00:00:00_00:00:00",""
"413","17.961752174","127.0.0.1","127.0.0.53","DNS","88","Standard query 0xba59 AAAA www.youtube.com OPT","00:00:00_00:00:00",""
"430","18.018863656","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"432","18.045580965","166.237.197.182","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"433","18.047007469","78.87.87.87","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"434","18.059634149","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"435","18.060564475","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"437","18.068065790","32.187.252.53","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"438","18.074928763","127.127.255.255","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"439","18.092773535","222.33.148.213","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"441","18.120345497","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"442","18.152045528","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"443","18.206403556","245.196.130.174","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"444","18.221651040","97.37.37.190","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"445","18.222075580","85.111.20.43","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"446","18.228428093","124.192.156.231","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"447","18.310981488","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"448","18.334805331","207.174.172.75","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"449","18.375389497","172.255.1.2","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"450","18.390397239","127.127.127.0","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"451","18.402368089","127.127.127.0","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"452","18.413744264","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"453","18.451234149","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"454","18.461826461","99.99.99.99","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"455","18.463306878","18.219.211.183","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"456","18.469076701","192.168.127.127","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"457","18.511488269","77.157.24.184","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"458","18.514392620","192.168.127.127","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"459","18.539679685","78.78.78.78","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"460","18.600271917","189.189.3.72","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"461","18.667969169","241.33.47.216","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"462","18.674567673","127.127.127.0","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"463","18.680203348","10.42.128.187","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"464","18.699479720","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"465","18.726156291","163.161.123.187","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"466","18.728066061","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"467","18.762679417","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"468","18.763729347","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"469","18.767905160","12.34.56.78","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"470","18.776381664","99.99.99.99","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"471","18.804526627","78.87.87.87","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"472","18.808800471","201.119.73.90","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"473","18.812928290","140.244.152.30","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"474","18.826734595","170.237.175.12","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"477","18.845996235","103.67.112.195","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"478","18.858967082","127.127.127.0","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"479","18.871977347","103.74.65.104","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"480","18.905266281","127.127.127.0","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"481","18.981227651","99.99.99.99","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"482","19.032597859","99.99.99.99","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"483","19.056408823","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"484","19.119084428","127.127.255.255","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"485","19.149525846","99.99.99.99","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"486","19.165044250","12.34.56.78","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"487","19.176523675","194.86.83.244","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"488","19.206981058","211.2.73.29","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"489","19.213810865","46.243.83.242","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"490","19.247755510","78.78.78.78","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"491","19.256065354","184.124.130.250","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"492","19.266943963","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"493","19.278262689","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"494","19.309625299","106.91.178.181","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"495","19.322875699","78.87.87.87","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"496","19.359555017","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"497","19.361679691","99.99.99.99","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"498","19.399510223","45.41.162.37","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"499","19.402118838","127.127.255.255","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"500","19.441996122","143.45.238.52","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"501","19.484949775","198.252.228.70","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"502","19.532505527","127.127.255.255","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"503","19.542399256","127.127.255.255","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"504","19.554832839","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"505","19.562230890","26.181.173.4","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"506","19.581034387","197.169.28.201","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"507","19.653500929","113.244.190.230","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"508","19.664167897","136.231.178.62","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"509","19.679431493","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"510","19.698056519","192.168.127.127","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"511","19.715236243","53.207.160.229","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"512","19.727001148","127.127.127.0","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"513","19.734672580","236.1.222.26","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"514","19.746177164","66.103.37.161","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"515","19.782743530","116.45.198.224","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"516","19.799309940","230.227.243.184","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"517","19.802128119","155.35.144.242","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"518","19.817225396","127.127.255.255","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"519","19.824997121","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"520","19.827790197","47.117.152.156","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"521","19.840090473","12.34.56.78","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"522","19.867247972","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"523","19.886703632","86.176.237.98","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"524","19.899053366","172.255.1.2","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"525","19.921141384","127.127.255.255","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"526","19.962455549","180.223.119.39","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"527","20.021528085","192.168.127.127","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"528","20.048555456","12.34.56.78","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"529","20.075762291","158.224.226.119","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"530","20.110734722","127.127.127.0","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"531","20.111346192","98.213.203.218","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"532","20.153758161","78.87.87.87","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"533","20.184827960","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"534","20.202540168","127.127.127.0","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"535","20.220481302","78.87.87.87","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"536","20.250446650","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"537","20.250833187","213.137.161.82","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"538","20.269807464","235.108.157.155","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"539","20.298723126","78.87.87.87","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"540","20.306076183","101.34.84.153","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"541","20.323241128","158.34.89.31","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"542","20.343559285","17.217.220.80","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"543","20.365690972","172.255.1.2","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"544","20.390676002","29.37.106.223","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
